frameIndex;frameTime;mfcc[0];mfcc[1];mfcc[2];mfcc[3];mfcc[4];mfcc[5];mfcc[6];mfcc[7];mfcc[8];mfcc[9];mfcc[10];mfcc[11];mfcc[12];mfcc[13];mfcc[14];mfcc[15];mfcc[16];mfcc[17];mfcc[18];mfcc[19];mfcc[20];mfcc[21];mfcc[22];mfcc[23];mfcc[24]
57;0.570000;-5.333134e+001;-9.538676e+000;7.615531e+000;1.070163e+001;-9.604573e+000;-1.313930e+001;-1.134536e+001;-1.493988e+001;-1.845878e+001;-2.677891e+000;1.522483e+001;-4.864026e+000;8.326467e+000;-1.898188e+001;1.227015e+001;-1.932602e-001;7.332946e+000;-1.839816e+001;1.014080e+001;1.681334e+001;-8.345891e+000;1.791376e+001;1.119053e+000;-1.940236e+001;8.952590e+000
58;0.580000;-7.215752e+001;-1.223734e+001;-1.285405e+001;-4.636739e+000;-1.482511e+001;7.194480e+000;2.262824e+000;4.728012e+000;-2.158116e+000;1.578825e+001;2.101984e+000;-1.306994e+001;-2.218249e+001;5.419373e+000;1.464979e+001;8.863174e+000;-3.412297e+000;-2.384275e+000;-2.608697e+000;-5.189791e+000;2.858353e+000;-9.861245e-001;1.723130e+000;-9.815674e+000;2.900311e+001
59;0.590000;-6.664291e+001;-1.243762e+001;-1.160020e+001;6.098966e+000;1.196351e-002;-1.808659e-001;1.031402e+001;1.879107e+001;1.004271e+001;-9.014738e+000;-4.985250e+000;-3.497644e-001;6.742464e+000;1.739151e+001;6.531567e+000;1.407692e+000;-1.691550e+001;1.732717e+001;-5.781169e+000;5.468110e+000;-5.913122e+000;2.617702e+001;-9.207404e+000;-1.825372e+001;1.885738e+001
60;0.600000;-5.003243e+001;-3.198061e+000;1.769130e-001;-1.196274e+001;-6.455341e+000;-5.154127e+000;-6.121017e+000;7.779472e+000;4.737730e+000;2.068119e+001;1.644002e+001;4.911298e+000;-1.965841e+001;1.250126e+001;4.953546e+000;1.543433e+001;-1.117111e+001;-7.479309e+000;-4.496639e+000;1.936767e+001;-1.282668e+001;3.580807e+000;2.310585e+001;-1.676824e+001;8.196727e+000
61;0.610000;-3.569753e+001;8.448408e+000;1.141304e+001;4.752960e+000;1.944356e+000;-5.483423e+000;-1.049450e+001;1.173545e+000;-5.087024e+000;1.154777e+001;2.472368e+000;-9.003759e+000;-1.093885e+001;2.722092e+001;-1.300478e+001;-1.487199e+001;-1.363708e+000;1.639270e+001;-4.410644e+000;1.161195e+001;-1.084177e+001;-9.834515e+000;6.517609e+000;-1.072188e+001;1.997042e+001
62;0.620000;-3.930447e+001;6.019694e-001;4.996357e+000;2.845258e+000;9.971027e+000;-2.152106e+001;-1.724085e+001;-1.524975e+001;1.023582e+001;-1.631289e+000;9.794619e+000;-2.228864e+001;-4.042380e+000;7.324813e+000;-1.167157e+001;-1.261127e+001;7.078243e+000;7.955693e+000;-1.561893e+001;1.467568e+001;-1.535155e+001;-5.585009e+000;3.049294e+000;-1.639101e+000;1.146800e+001
63;0.630000;-4.487678e+001;-8.435175e-001;-6.530610e+000;9.029190e+000;-1.032511e+001;-1.835792e+001;3.689126e+000;2.937597e+001;7.357302e+000;-3.959363e+000;1.139064e+001;-5.270891e+000;1.076897e+001;5.130456e+000;-1.428950e+001;1.698292e+001;-2.284809e+001;-4.859295e-001;-5.689631e+000;6.797777e+000;-4.490767e+000;-1.072752e+000;-5.843170e+000;6.232024e+000;3.521684e+000
64;0.640000;-3.067052e+001;-7.993357e+000;-3.915771e+000;-1.005754e-001;-1.152529e+001;-1.873936e+001;-2.225722e+001;1.697293e+001;5.254722e+000;-1.480481e+001;-4.465507e+000;-2.350511e+000;-7.976349e+000;2.204453e+001;-1.762771e+001;8.297347e+000;6.222961e-001;3.918872e+000;-4.888176e+000;1.005650e+001;2.113209e+000;-7.847173e-001;6.878384e+000;-9.897907e+000;8.392756e+000
65;0.650000;-4.794117e+001;-1.191755e+001;-1.019658e+001;-8.492999e+000;-3.920457e+000;-1.673389e+001;-1.937487e+001;8.274324e+000;1.113896e+001;1.800548e+001;4.174451e-001;-6.447288e+000;-9.661077e+000;2.363125e+001;-1.361079e+001;-3.553595e+000;1.994270e+000;2.481818e+000;-1.974301e+001;1.305742e+001;-3.792332e+000;-2.877787e+000;1.446180e+001;-5.364036e+000;1.306571e+001
66;0.660000;-4.206632e+001;-3.879835e+000;8.485309e+000;9.923959e-001;3.791390e+000;4.904496e+000;-2.500844e+001;-2.071269e+001;-1.051418e+001;8.448823e+000;5.647290e+000;-3.111528e+000;-1.644328e+001;1.169810e+001;-4.744784e+000;-2.709087e+000;-2.314575e+001;2.048396e+001;-1.560596e+001;-3.490614e+000;2.142330e+001;-1.010347e+001;-3.462261e+000;-3.285852e+000;-2.952207e+000
67;0.670000;-4.118930e+001;-4.577497e+000;1.313303e+001;1.381540e+001;1.277452e+001;9.168090e+000;-1.348380e+001;-6.857594e+000;-1.507944e+001;-3.901896e+000;1.101058e+001;7.218439e+000;-2.182220e+001;9.313452e+000;1.353282e+001;1.323778e+001;-2.920445e+001;1.418630e+001;-8.997927e+000;-4.445289e+000;1.056966e+001;-1.268050e+001;5.898081e+000;3.452119e+000;-1.619736e-002
68;0.680000;-3.609516e+001;5.803447e+000;1.113389e+000;2.102867e+001;1.743747e+000;7.476539e+000;-1.423176e+001;-1.795262e+001;-1.148015e+001;1.750684e+001;7.879891e+000;-1.268211e+000;-1.290170e+001;1.491226e+001;4.342726e+000;-1.666883e+001;1.902565e+000;6.343684e+000;-1.397263e+001;8.876467e+000;1.344240e+001;-1.255806e+001;1.262310e+001;-2.031271e+001;9.582601e+000
69;0.690000;-4.529383e+001;-1.241632e+001;-1.038458e+000;-6.285679e+000;2.265057e+000;-2.493913e+001;-1.371710e+001;-2.173576e+001;1.385771e+001;1.986146e+001;-2.366000e+000;-8.154548e+000;1.258763e+001;4.418599e+000;-6.341475e+000;-4.043654e+000;1.791353e+001;-9.103030e+000;3.236980e+000;1.186778e+001;-2.672783e+001;7.982084e+000;-1.055637e+001;7.187539e+000;1.298048e+000
70;0.700000;-5.485371e+001;-6.284779e+000;-1.927352e+000;-9.067313e+000;7.960226e+000;9.946813e+000;2.533544e+001;1.750058e+001;-7.231028e+000;-1.387752e+001;7.839609e+000;1.261616e+001;-1.948891e+000;-1.052933e+001;1.916920e+001;-7.634495e+000;-1.131738e+001;5.890588e+000;-9.516595e+000;-1.105965e+001;1.800392e+001;-1.463316e+001;1.139386e+001;-1.841540e+001;3.573803e+000
71;0.710000;-4.354983e+001;-5.344790e+000;-9.275878e+000;-7.683602e+000;-1.918146e+000;4.205860e-001;-1.911980e+001;-1.085267e+001;2.259698e+001;-2.479762e+000;-1.802176e+001;5.974368e+000;-2.938947e+001;7.488015e+000;-1.713511e+000;1.782887e+001;-9.484716e-001;3.738250e+000;3.521631e+000;5.356136e+000;6.001447e+000;-1.163757e-001;1.195414e+000;-4.955541e+000;-1.035569e+001
72;0.720000;-4.005554e+001;-2.159315e+000;1.142587e+001;2.208500e+001;9.859640e-001;-2.174006e+001;-1.309805e+001;1.388714e+001;-4.408254e+000;-4.474540e+000;1.731803e+001;-1.440772e+001;1.428005e+001;-1.867680e+001;4.079072e-001;3.754654e+000;4.795929e+000;-6.450776e+000;8.609786e+000;-2.673787e+000;-2.300937e+000;-2.436559e+000;-5.171085e+000;7.885344e+000;1.206034e+000
73;0.730000;-4.519286e+001;-3.040047e+000;-8.299613e-001;-2.307176e+001;-2.465011e+001;3.921401e+000;8.080835e+000;-1.544170e+001;-9.084962e+000;1.802771e+001;-1.495703e+001;1.986384e+001;-9.516099e+000;4.077864e+000;9.363916e+000;2.135496e+000;-2.815740e+000;-1.535410e+000;2.157878e+000;1.781966e+000;-9.139818e+000;2.861994e+000;-6.830515e+000;2.462136e+000;1.006512e+000
74;0.740000;-5.567055e+001;-2.160084e+001;-7.973918e+000;3.552152e+000;2.738318e+001;1.127822e+001;-1.017666e+001;-7.227111e-001;2.231828e+001;-1.519522e+001;2.208785e+001;-5.753661e+000;-6.301958e+000;4.874562e+000;1.872408e+000;3.544717e+000;-7.977974e+000;2.500473e+000;-6.858440e+000;3.556824e+000;-2.497667e+000;2.185831e+000;-7.119708e+000;-3.795882e+000;7.656530e+000
75;0.750000;-5.860116e+001;4.136685e-001;-2.094641e+000;1.554285e+000;-1.881432e+001;-5.646035e+000;2.655369e+001;2.198448e+001;-1.221303e+001;2.245151e+001;-1.137150e+001;6.790251e+000;6.570639e-001;-4.297123e+000;-1.826437e+000;-1.234385e+001;6.280718e+000;2.292057e+000;3.277628e+000;-8.716906e+000;5.696558e+000;-6.818925e+000;-2.318168e+000;2.522958e+000;-8.019683e+000
76;0.760000;-6.586755e+001;-1.234201e+001;-2.309988e+001;-9.785625e+000;-1.527246e+000;1.466073e+001;2.250994e+000;-3.557135e+000;1.792573e+001;-2.334128e+001;-9.163814e+000;1.848932e+001;-5.160277e+000;5.479866e+000;-9.233622e+000;1.091939e+001;-4.306603e+000;7.478245e-001;-1.008029e+001;4.488322e+000;9.264953e-001;1.068005e+001;-6.083189e+000;-8.700151e-001;-1.045591e+001
77;0.770000;-3.335540e+001;7.508828e+000;8.005145e+000;7.175522e+000;3.780185e+000;1.535073e+000;-1.883048e+001;-5.314036e+000;-9.596299e+000;1.842256e+001;1.529684e+001;-1.557284e+001;-1.285125e+001;1.004916e+001;3.455230e-001;-1.170963e+001;9.624740e+000;8.258836e+000;-1.723820e+001;1.853197e+001;-1.599715e+001;9.690292e+000;-9.340017e+000;-2.739799e+000;8.843266e+000
78;0.780000;-2.732512e+001;-1.898639e+000;-7.269590e+000;4.796874e+000;1.989773e-001;2.422983e+001;1.221578e+001;-8.452139e+000;-1.087196e+001;-6.664164e+000;-4.057843e+000;-7.139545e+000;-1.362848e+001;2.246887e+001;6.715200e-001;-1.090130e+001;9.037635e+000;6.790373e+000;-1.126399e+001;7.672969e+000;-2.677295e+000;9.386186e+000;-1.276719e+001;9.556578e+000;-2.124496e+001
79;0.790000;-4.453742e+001;1.423355e+000;-7.997458e+000;7.240918e-002;-1.199215e+000;-8.378766e+000;-2.877545e+001;-4.641662e+000;-1.589996e+001;1.781229e+001;3.808692e+000;-3.979623e+000;-1.598849e+001;1.063928e+000;5.685295e+000;3.398341e+000;-2.282368e+000;1.029448e+000;2.361918e+001;-2.146213e+001;1.082289e+001;9.147617e+000;-1.368894e+001;5.050396e+000;6.313847e+000
80;0.800000;-2.947471e+001;-6.116667e+000;-1.117476e+000;-7.614786e+000;-5.893355e+000;-3.842354e-001;-2.105944e+001;-1.894636e+001;4.989811e-002;-9.159220e+000;1.331015e+001;3.741553e+000;-3.981207e+000;-1.827740e+001;-2.819474e+000;2.046927e+001;2.618415e-001;-8.473671e+000;2.248612e+001;-7.418339e+000;-2.590564e-001;-4.898123e+000;1.436012e+001;-5.560888e+000;1.683438e+001
81;0.810000;-2.538037e+001;-9.979590e-001;-3.183544e+000;8.799057e+000;-1.408721e+001;-9.685592e-001;-6.671829e+000;-1.893188e+001;-1.005921e+001;-2.131429e-002;9.989932e+000;1.236134e+001;-2.694895e+001;-1.178624e+001;4.824814e+000;9.014819e-001;-8.732795e+000;8.097918e+000;3.925591e+000;-7.434140e+000;-1.437233e+001;1.507650e+001;-1.607378e+001;1.675103e+001;-7.572857e+000
82;0.820000;-3.719267e+001;-1.234879e+001;2.730420e+000;7.538522e+000;-7.743083e+000;-2.097692e+001;-1.160425e+001;-1.674631e+001;-7.258344e+000;2.167862e+001;-1.723341e+000;-1.692404e+001;-8.275269e-001;6.017412e+000;1.504141e+000;-1.292046e+001;1.032321e+001;5.633316e+000;1.730871e+001;-1.839697e+001;1.371725e+001;-7.949214e+000;1.330130e+000;1.250208e+001;-6.427599e+000
83;0.830000;-4.972007e+001;-1.299725e+001;-1.451902e+001;-1.152649e+001;-1.152223e+001;-1.327071e+001;2.602329e+000;2.944813e+001;3.444674e+000;-1.847888e+001;1.064799e+001;-1.682196e+000;5.648102e+000;-1.384895e+001;5.421171e+000;-1.675430e+001;1.800268e+001;-4.915981e+000;4.129930e-001;1.356045e+001;-1.158939e+001;8.966722e-001;3.486982e+000;-3.836225e+000;2.320974e+000
84;0.840000;-3.867875e+001;4.009885e+000;-5.912500e+000;-2.434788e+001;5.899282e+000;-8.916669e+000;-1.734575e+001;-1.091371e+001;1.878234e+001;-1.660302e+001;-1.344998e+000;-6.987767e+000;1.220769e+000;5.912279e-001;9.297112e+000;5.857131e+000;-6.241933e+000;-1.077157e-001;-4.531598e+000;1.930857e+001;-9.552600e+000;5.542634e+000;1.773444e+000;-1.185772e+001;1.554362e+001
85;0.850000;-1.925863e+001;7.650174e+000;-5.461682e+000;-1.594829e+001;-7.367051e+000;2.245070e+000;4.758883e+000;-3.397133e+001;1.988895e+001;-9.094776e+000;-9.328286e+000;-2.802505e+000;1.044686e+000;-3.258559e+000;-9.285457e+000;3.724765e+000;-4.166724e+000;-1.468235e+000;-2.804615e+000;-2.469450e+000;-4.201377e-001;2.187681e+000;-1.020267e+001;8.274644e+000;-2.025360e+000
86;0.860000;-1.388536e+001;3.661473e-001;1.244062e+001;-9.013436e+000;-1.575595e+001;1.467862e+000;2.617739e+001;-2.400972e+001;1.959055e+000;3.802931e+000;-2.015920e-001;1.629466e-001;-1.050937e+001;8.734612e+000;-8.987907e+000;8.714053e+000;-2.025120e+000;-7.372546e+000;9.240390e+000;-1.838574e-001;-3.502550e-001;-6.895558e+000;5.245675e+000;8.481889e-001;-4.312352e+000
87;0.870000;-2.821331e+001;3.009961e+000;1.537952e+001;1.300837e+000;-1.525650e+001;-2.255699e+001;3.120076e+001;-7.065641e+000;-3.226190e+000;-9.651875e-002;-7.265647e+000;8.026884e+000;-7.005565e+000;9.738909e+000;-6.756244e+000;-7.435314e+000;5.350739e+000;5.339300e+000;-4.284930e+000;-8.943031e-001;1.179564e-001;-2.413603e+000;4.532218e+000;-1.937744e+000;4.947162e+000
88;0.880000;-3.662161e+001;-8.434687e+000;1.083417e+001;1.609823e+001;-1.669702e+001;-2.839108e+001;3.635341e+000;6.552110e+000;-7.938712e+000;1.397329e+001;-1.210062e+001;1.468874e+001;-1.760751e+001;8.179647e+000;1.174003e+001;2.468807e+000;4.939409e+000;3.367856e+000;1.192628e+000;5.818339e+000;-3.557037e+000;1.515089e+001;1.836031e+000;7.063598e-001;-2.119375e+000
89;0.890000;-3.739017e+001;4.899598e+000;8.056324e+000;2.018977e+001;-8.836526e+000;-2.181235e+001;-3.316765e+000;5.485258e+000;9.177491e+000;5.598173e-001;-1.457028e+001;1.635013e+001;-1.169031e+001;-9.313712e+000;1.315433e+001;1.876462e+000;-2.645807e+000;1.786119e+000;-8.777909e+000;7.192204e+000;-9.240588e+000;1.667408e+001;-1.538113e+001;1.207459e+001;-2.236341e+000
90;0.900000;-5.208797e+001;4.510193e-001;1.918061e+001;1.462970e+001;7.857570e+000;-5.087724e+000;-1.452974e+001;-1.076291e+001;2.781516e+000;1.588583e+001;-2.246431e+001;1.133631e+001;1.523764e+001;-5.283974e+000;-1.370770e+001;9.378308e+000;-1.491233e+001;1.556189e+001;-1.315843e+001;2.526247e+000;1.174154e+001;-3.939047e+000;1.846268e+000;-9.189363e+000;6.594845e+000
91;0.910000;-5.394790e+001;-1.373645e+001;-1.130724e+001;2.990596e+000;2.164106e+001;1.046987e+001;1.924546e+001;-9.704607e+000;-9.497866e+000;1.444245e+001;1.989617e+001;-1.334879e+001;-5.266904e-001;1.037497e+001;-1.336657e+001;7.362127e-001;6.166090e+000;-7.359510e+000;1.043164e+001;-2.794105e+001;1.392781e+001;-5.630991e+000;1.644738e+000;-2.975147e+000;-1.068812e+000
92;0.920000;-4.495835e+001;-2.113650e+001;-1.162643e+001;-1.710435e+001;-1.205570e+001;-6.514298e-001;1.610091e+001;2.085685e+001;-9.030283e+000;-1.750963e+001;1.417558e+001;3.468045e-001;-1.718773e+001;5.080949e+000;5.407502e+000;-6.221714e+000;2.196972e+001;-1.863867e+001;1.100897e+001;-1.096766e+001;4.433789e-002;1.321892e+000;1.225268e-002;-1.202812e+000;1.421811e-001
93;0.930000;-5.150085e+001;-4.587724e+000;-8.725153e+000;-1.419379e+001;-1.433584e+001;-1.075845e+001;-3.632077e+000;1.855860e+001;1.160749e+001;-2.992943e+001;7.673577e+000;6.388102e+000;-2.242167e+000;-5.524203e+000;6.321841e+000;-8.027491e+000;1.918917e+001;-5.883292e+000;1.468235e+001;-3.794002e+000;-4.593187e+000;1.574227e+000;-1.485260e+001;5.462343e+000;-1.006013e+001
94;0.940000;-3.190196e+001;-1.594262e+000;-1.316613e+001;-2.584936e+001;-9.249145e+000;8.794367e+000;-2.523131e+001;-3.733742e-001;1.416516e+001;-1.513601e+001;1.132132e+001;-3.214397e+000;1.135862e+001;-6.155874e+000;9.598393e+000;-2.176758e+000;7.607128e+000;-9.218596e+000;6.584796e+000;-5.430804e-001;-9.169577e+000;2.974050e+000;-1.847856e+000;-4.728470e+000;-1.199738e+000
95;0.950000;-2.340395e+001;-2.376860e-001;-1.155142e+001;-1.758524e+001;-1.355316e+001;1.097702e+001;-2.062945e+001;-8.638252e+000;1.305406e+001;-1.714448e+001;5.037783e-001;-1.234746e+000;5.470692e+000;-1.309740e+001;1.316062e+001;-6.206836e+000;6.498934e+000;-1.750669e+000;4.749596e+000;3.997291e+000;-5.553705e-001;1.755967e+000;4.219411e+000;1.488384e+000;-4.610022e+000
96;0.960000;-5.339228e+001;2.845938e+000;-5.221507e+000;-5.771328e-001;-7.601099e+000;-9.660589e+000;-2.593005e+001;-9.260677e+000;2.212086e+001;-4.386609e+000;-1.381388e+001;2.394910e+000;-5.492890e+000;-1.250200e+000;6.898778e+000;4.905204e+000;-8.138513e+000;1.501315e+001;-1.353647e+001;1.642453e+001;-1.008887e+001;5.651409e+000;1.200882e+001;-5.131938e+000;1.988989e-001
97;0.970000;-4.947812e+001;6.428251e+000;-3.186980e+000;2.148917e+001;-4.682164e+000;2.051460e+001;-2.080163e+001;-2.556963e+001;1.229372e+001;5.561222e+000;4.146715e-001;-3.064081e+000;8.492111e+000;-5.091746e+000;-2.591264e+000;6.176899e+000;-9.529523e+000;3.221400e-001;-2.869924e+000;4.081007e+000;9.497075e+000;-2.917245e+000;-4.387299e+000;-2.832223e+000;4.575753e+000
98;0.980000;-6.230385e+001;-2.648058e+001;-2.372462e+000;-3.268611e+000;8.657699e-001;2.507636e+001;9.854750e+000;-2.731969e+001;1.502278e+001;6.990243e-001;1.281913e+001;-3.372482e+000;5.415681e+000;-1.577482e+000;-4.332321e-002;8.108293e+000;-5.000104e+000;1.361038e+001;-3.900347e+000;-2.903237e+000;-1.151988e+000;8.671221e+000;1.064667e+000;-2.087747e+000;1.402701e+000
99;0.990000;-2.980342e+001;6.062889e+000;6.267673e+000;-2.277586e+000;-2.195469e+001;7.149185e+000;1.726074e+001;-1.650132e+001;-3.159364e+000;8.906269e+000;-5.321622e+000;8.430932e+000;-1.374494e+001;1.315887e+001;-1.238342e+001;1.231638e+001;-6.374629e+000;-3.555852e+000;4.208504e+000;1.246148e+000;-1.710655e+000;-3.451059e+000;2.948676e+000;2.262625e+000;-3.763066e+000
100;1.000000;-6.329249e+001;7.350824e+000;1.101007e+001;1.938557e+001;-8.391516e-002;-2.366369e+001;-4.628757e+000;1.567228e+001;-2.140802e+001;1.730550e+001;1.027638e-001;3.331903e+000;-6.952813e+000;-3.185392e+000;1.153214e+000;-3.112598e+000;5.506761e+000;-4.880461e+000;1.272373e+001;-8.963211e+000;-3.190871e+000;2.029601e+000;-1.846268e+000;-5.519589e-001;3.291195e+000
101;1.010000;-7.112844e+001;-3.553409e+001;-2.884175e+000;3.238561e+000;1.378762e+001;-6.567597e+000;-1.064521e+001;3.678158e+000;1.473905e+001;-1.282817e+001;-2.652067e+000;5.848383e+000;2.891945e+000;-9.122452e+000;1.209043e+001;-1.294925e+001;4.199006e+000;1.069558e+001;-1.555297e+001;9.077326e+000;-5.934192e+000;8.329068e+000;-5.526543e+000;-1.405502e+000;2.464456e+000
102;1.020000;-2.032281e+001;1.266009e+001;-5.474944e+000;-1.063309e+001;1.125079e+000;6.229587e+000;-6.672412e+000;-6.192338e+000;9.191047e+000;-1.482280e+000;-9.914196e+000;1.307841e+001;-1.152812e+001;1.025962e+001;-1.535923e+001;1.795856e+001;-9.473919e+000;-6.323297e+000;1.312634e+001;-5.994443e+000;-5.087800e+000;8.052067e+000;-3.046472e+000;-3.146307e+000;5.555008e+000
103;1.030000;-5.837336e+001;-1.375774e+001;-8.170632e+000;3.552177e+000;1.482826e+001;2.082670e+001;7.322000e+000;-5.283523e+000;-2.363935e+000;2.077827e+000;2.706319e+001;-1.345776e+001;-4.305217e+000;8.680456e+000;-8.704659e-001;-1.889165e+001;2.206151e+001;-1.200487e+001;5.288169e-001;-9.583060e+000;-3.224489e+000;5.903409e+000;-7.506525e+000;6.220213e+000;-1.054842e+001
104;1.040000;-2.994370e+001;-6.799754e+000;-6.849815e+000;1.206664e+001;-1.550764e+001;-2.010681e+001;-3.051987e+001;1.492020e+001;2.044107e-001;2.696473e+000;-1.521596e+001;3.213186e+000;-5.733323e+000;-2.954974e-001;9.846910e+000;-1.033749e+001;1.728845e+001;2.058198e+000;-1.302611e+001;7.346927e+000;4.862685e+000;2.239448e-001;1.382429e+001;-1.102097e+001;2.088281e+000
105;1.050000;-4.138712e+001;-1.181427e+000;4.186625e+000;-5.500851e+000;-7.278547e+000;-2.008774e+001;-1.746094e+001;-7.601173e+000;1.065570e+000;6.235175e+000;6.202027e+000;-2.379097e+001;-8.505010e+000;1.972426e+001;4.534912e+000;-1.582537e+001;1.413184e+001;3.602275e+000;-1.739801e+000;4.208016e-001;4.541080e+000;-4.210870e+000;2.155985e+001;-1.718883e+001;1.552925e+001
106;1.060000;-6.396546e+001;-2.318921e+001;4.254442e+000;-1.911364e+001;-2.141716e+000;-1.905255e+001;1.832205e+001;1.461005e+001;3.846179e+000;2.806525e+000;-1.535136e+001;-1.520469e+001;1.626064e+001;-3.721992e-001;-1.060804e+001;1.959841e+001;-3.952219e+000;-5.705761e+000;-3.424731e+000;1.037448e+001;-2.030950e+000;-1.393445e+001;6.507283e+000;-4.058857e+000;1.610733e+001
107;1.070000;-2.988724e+001;-7.100231e+000;2.514939e+001;1.776199e-001;-8.179543e+000;9.276507e+000;6.882464e+000;3.310551e+000;-4.864760e+000;-3.051193e+001;7.631171e-001;4.990266e-001;1.721401e+001;-2.471513e+000;5.742867e+000;5.918473e+000;-1.228023e+001;-4.906857e+000;7.444780e+000;-5.211002e+000;-1.863336e+001;2.449649e+001;-2.476868e+000;-8.986691e-001;1.488245e+000
108;1.080000;-7.108920e+001;-1.304485e+001;-1.283360e+001;-1.779372e+001;2.135348e+000;4.646036e+000;5.296538e+000;1.110109e+001;3.637984e+000;-1.529565e+001;-5.251321e+000;-1.353413e+001;2.774633e+001;4.438736e+000;-1.251840e+001;-8.671736e+000;2.064154e+001;-1.588402e+001;2.784121e+000;-3.474422e+000;4.891992e+000;2.413254e+000;-1.120244e+000;9.777388e+000;-2.037797e+001
109;1.090000;-6.050500e+001;-1.773409e+001;5.004029e+000;-6.931922e+000;-8.310349e+000;-5.843992e+000;1.188446e+001;2.858198e+001;8.876415e+000;-8.541626e+000;-2.488486e+000;4.338051e+000;-7.425457e+000;2.673305e+000;2.471816e+001;-7.996164e+000;1.979533e+000;1.402421e+000;1.413767e+001;-1.763443e+001;1.598032e+001;-9.747033e+000;-2.812829e+000;1.151996e+001;-7.204080e+000
110;1.100000;-5.318893e+001;-1.240904e+001;-2.206411e+001;3.480805e+000;-1.181195e+001;-1.040106e+001;-4.915689e+000;-2.160219e+000;3.008738e+001;6.833901e+000;-1.393377e+000;-1.047086e+001;-1.747727e+001;2.023685e+001;-1.371403e+001;-1.711633e+000;5.841191e+000;7.386281e+000;-1.304107e+001;1.202467e+001;8.269655e-001;-1.742037e+000;-3.176005e+000;1.122873e+001;-1.628742e+001
111;1.110000;-4.363072e+001;-3.687926e+000;1.587421e+001;6.375158e+000;1.611904e+001;-2.758596e+000;6.568217e+000;-6.585506e+000;-2.060320e+001;-1.501605e+001;1.891197e+001;5.989835e+000;-2.483764e-001;-1.015529e+001;5.143946e+000;1.149180e+001;-4.709930e+000;-2.175642e+000;3.629559e+000;-1.891131e+001;-1.721316e+000;2.289725e+001;-1.940700e+001;1.485501e+001;-5.138867e+000
112;1.120000;-5.620708e+001;-2.228538e+000;-6.788229e+000;-1.138307e+001;8.038609e+000;2.395625e+001;1.124456e+001;1.039328e+001;2.323361e+000;1.005798e+000;-1.168463e+001;3.741548e+000;1.705990e+001;-7.523971e-001;-1.617235e+001;1.433850e+001;-3.818967e+000;-8.905849e+000;-6.449907e+000;-5.386922e+000;1.948655e+000;1.823206e+001;-2.862062e+001;1.161508e+001;-9.770402e+000
113;1.130000;-4.254309e+001;9.970779e+000;9.459316e+000;1.076682e+001;-2.839962e+000;-1.704980e+001;-2.566139e+000;-2.706178e+000;1.552425e+001;9.734764e+000;-1.144013e+001;-1.358480e+001;1.563727e+001;-6.394470e+000;-2.735671e+000;-5.690096e+000;2.648068e+001;-2.291182e+001;3.848312e-001;3.916287e+000;-7.303581e+000;1.447531e+001;-5.545381e+000;-1.533856e+000;2.332028e+000
114;1.140000;-6.053120e+001;-1.400043e+000;-1.385389e+001;-5.925725e+000;-1.414002e+001;-5.960440e+000;-2.156821e+001;-7.594127e-002;2.280993e+001;1.497771e+001;-3.051501e+000;-5.717491e+000;-7.848556e+000;2.425495e+001;-1.905534e+001;7.030012e-001;1.085298e+001;-2.032585e+001;3.805806e+000;-1.403272e+000;2.257109e+000;-5.931150e+000;1.612069e+001;1.018055e+000;-2.237695e+000
115;1.150000;-3.411314e+001;5.384580e+000;1.282174e+001;-3.004588e+000;1.387532e+001;-1.008386e+001;-1.057974e+001;-1.156733e+001;-4.225173e+000;1.241513e+001;2.347829e+001;-2.255842e+001;-8.977975e+000;1.032842e+001;-4.381845e+000;-6.146798e+000;8.082858e+000;9.554027e-001;-1.658596e+000;-1.522156e-001;-7.773346e-001;3.967310e+000;-1.679474e+001;1.535428e+001;-1.083319e+001
